label,char_count,word_count,avg_word_length,sentence_count,avg_sentence_length,unique_word_count,stop_word_count,unique_word_ratio,punc_count,punc_ratio,question_count,exclamation_count,digit_count,capital_count,repeat_word_count,unique_bigram_count,unique_trigram_count,unique_fourgram_count
ai,630,121,4.330578512396694,8,77.75,48,40,0.39669421487603307,15,0.023809523809523808,0,0,0,45,32,64,71,76
ai,653,121,4.553719008264463,3,217.0,56,29,0.4628099173553719,22,0.033690658499234305,0,0,6,46,19,85,89,90
human,1031,200,4.3,5,205.4,104,65,0.52,28,0.027158098933074686,0,0,40,57,20,152,157,156
ai,913,150,5.2,7,129.28571428571428,89,45,0.5933333333333334,22,0.024096385542168676,0,0,11,69,20,122,124,123
human,1362,281,3.99644128113879,10,135.2,148,100,0.5266903914590747,44,0.032305433186490456,0,0,8,57,32,226,232,232
ai,1413,269,4.4237918215613385,14,99.71428571428571,113,100,0.4200743494423792,39,0.027600849256900213,0,0,4,33,40,191,210,218
ai,810,161,4.180124223602484,7,114.14285714285714,84,57,0.5217391304347826,26,0.03209876543209877,0,0,22,36,15,123,126,125
human,1521,296,4.300675675675675,13,116.07692307692308,131,97,0.44256756756756754,53,0.034845496383957925,0,0,27,76,39,218,230,232
ai,501,93,4.494623655913978,4,124.5,48,40,0.5161290322580645,13,0.02594810379241517,0,0,3,27,12,72,78,77
human,1062,217,4.023041474654378,6,176.16666666666666,89,73,0.41013824884792627,30,0.02824858757062147,0,0,46,51,27,151,165,169
human,966,179,4.5307262569832405,7,137.14285714285714,91,55,0.5083798882681564,26,0.026915113871635612,0,0,24,50,25,137,143,142
human,1124,216,4.375,9,124.0,109,66,0.5046296296296297,36,0.03202846975088968,0,0,24,48,17,154,167,170
human,1191,208,4.884615384615385,8,147.25,96,65,0.46153846153846156,40,0.033585222502099076,0,0,0,9,30,143,157,161
ai,1337,238,4.735294117647059,10,132.6,106,93,0.44537815126050423,32,0.02393418100224383,0,0,8,29,27,167,184,193
ai,889,185,3.924324324324324,10,87.7,66,66,0.3567567567567568,28,0.031496062992125984,0,0,71,54,21,111,125,129
ai,806,147,4.591836734693878,9,88.33333333333333,80,61,0.54421768707483,22,0.02729528535980149,0,0,2,18,18,113,120,121
human,1120,220,4.318181818181818,10,111.1,99,64,0.45,41,0.03660714285714286,0,0,46,40,25,149,159,160
human,2216,396,4.686868686868687,30,72.3,161,76,0.4065656565656566,87,0.03925992779783394,0,0,88,188,48,251,268,269
ai,1393,281,4.0462633451957295,12,115.08333333333333,118,88,0.4199288256227758,30,0.021536252692031587,0,0,20,76,41,206,227,232
ai,1331,275,4.069090909090909,12,109.75,110,90,0.4,54,0.0405709992486852,0,0,60,67,30,182,199,201
ai,488,95,4.252631578947368,7,68.71428571428571,49,37,0.5157894736842106,11,0.022540983606557378,0,0,16,24,15,75,78,78
ai,620,108,4.833333333333333,7,87.14285714285714,49,39,0.4537037037037037,13,0.020967741935483872,0,0,4,26,18,67,73,76
ai,891,183,3.978142076502732,9,97.88888888888889,78,73,0.4262295081967213,24,0.026936026936026935,0,0,42,44,22,125,140,143
ai,520,99,4.373737373737374,5,103.0,46,39,0.46464646464646464,12,0.023076923076923078,0,0,13,15,14,72,78,78
human,1107,193,4.875647668393782,8,137.5,91,74,0.47150259067357514,28,0.025293586269196026,0,0,10,36,29,152,158,157
human,1077,218,4.068807339449541,9,118.77777777777777,107,87,0.4908256880733945,28,0.025998142989786442,0,0,16,39,26,170,181,182
human,1711,309,4.624595469255663,13,130.69230769230768,129,31,0.4174757281553398,52,0.030391583869082407,0,0,4,140,31,203,213,215
ai,1008,177,4.80225988700565,9,110.77777777777777,87,67,0.4915254237288136,21,0.020833333333333332,0,0,21,75,20,128,134,134
human,1185,223,4.443946188340807,10,117.4,112,84,0.5022421524663677,37,0.031223628691983123,0,0,18,40,23,174,179,179
human,869,159,4.490566037735849,9,95.66666666666667,84,69,0.5283018867924528,9,0.010356731875719217,0,0,4,15,26,131,140,143
human,1324,217,5.175115207373272,9,145.88888888888889,108,82,0.4976958525345622,22,0.01661631419939577,0,0,10,19,24,163,178,185
human,1929,355,4.523943661971831,10,191.5,171,138,0.48169014084507045,48,0.024883359253499222,0,0,34,58,36,280,297,297
ai,745,133,4.654135338345864,6,123.0,74,55,0.556390977443609,11,0.01476510067114094,0,0,12,26,14,101,111,115
ai,463,79,5.0,4,114.75,37,27,0.46835443037974683,18,0.038876889848812095,0,0,9,14,14,47,48,49
ai,631,109,4.871559633027523,5,125.2,52,43,0.47706422018348627,14,0.022187004754358162,0,0,26,27,19,83,84,84
ai,1257,265,3.9962264150943394,9,138.44444444444446,111,84,0.4188679245283019,56,0.04455051710421639,0,0,64,68,26,174,186,187
ai,950,176,4.4772727272727275,11,85.27272727272727,84,87,0.4772727272727273,23,0.024210526315789474,0,0,4,14,20,133,146,147
human,1137,220,4.295454545454546,11,102.27272727272727,103,79,0.4681818181818182,31,0.027264731750219876,0,0,29,83,25,169,179,178
human,1302,226,4.8628318584070795,9,143.77777777777777,110,83,0.48672566371681414,29,0.02227342549923195,0,0,13,56,30,178,189,189
human,996,185,4.54054054054054,7,141.42857142857142,98,60,0.5297297297297298,30,0.030120481927710843,0,0,22,50,22,145,147,146
human,1157,238,4.117647058823529,7,163.71428571428572,118,65,0.4957983193277311,54,0.046672428694900604,0,0,15,44,28,172,178,178
human,915,173,4.410404624277457,8,113.5,102,66,0.5895953757225434,20,0.02185792349726776,0,0,8,30,27,145,149,148
ai,980,176,4.681818181818182,8,121.5,98,63,0.5568181818181818,23,0.02346938775510204,0,0,8,42,20,144,147,147
ai,821,158,4.348101265822785,8,101.375,69,47,0.43670886075949367,25,0.030450669914738125,0,0,37,60,24,111,120,120
ai,951,195,4.035897435897436,11,85.18181818181819,66,60,0.3384615384615385,36,0.03785488958990536,0,0,54,56,27,108,119,123
human,1217,237,4.282700421940929,1,1217.0,80,58,0.33755274261603374,51,0.0419063270336894,0,0,0,74,30,143,169,176
human,1061,200,4.415,7,150.71428571428572,111,76,0.555,27,0.02544769085768143,0,0,4,29,24,166,170,169
human,1717,351,4.005698005698005,16,106.375,144,127,0.41025641025641024,43,0.025043680838672103,0,0,55,100,43,241,270,279
human,1202,227,4.4493392070484585,10,119.3,102,92,0.44933920704845814,35,0.029118136439267885,0,0,10,42,31,166,182,187
human,984,189,4.343915343915344,8,122.125,93,57,0.49206349206349204,31,0.031504065040650404,0,0,28,50,20,138,145,148
ai,626,116,4.4655172413793105,5,124.2,65,42,0.5603448275862069,15,0.023961661341853034,0,0,12,39,12,92,95,95
human,1305,290,3.7,10,129.3,133,123,0.4586206896551724,36,0.027586206896551724,0,0,9,52,40,217,233,235
ai,649,140,3.8857142857142857,7,91.71428571428571,70,35,0.5,29,0.04468412942989214,0,0,32,36,17,93,94,94
ai,937,167,4.724550898203593,8,116.0,79,55,0.47305389221556887,25,0.026680896478121666,0,0,4,16,32,121,133,137
human,1243,242,4.285123966942149,14,87.85714285714286,118,95,0.48760330578512395,38,0.030571198712791632,0,0,5,21,29,188,199,200
ai,868,181,3.9447513812154695,11,77.9090909090909,63,67,0.34806629834254144,27,0.03110599078341014,0,0,6,25,31,100,112,120
ai,1414,247,4.793522267206478,13,107.53846153846153,100,103,0.4048582995951417,20,0.014144271570014143,0,0,0,13,40,164,179,185
ai,747,133,4.7218045112781954,7,105.57142857142857,71,45,0.5338345864661654,15,0.020080321285140562,0,0,24,31,17,98,103,105
human,1122,227,4.052863436123348,9,123.77777777777777,101,100,0.44493392070484583,26,0.023172905525846704,0,0,36,54,29,176,190,190
human,1427,255,4.694117647058824,14,101.0,115,112,0.45098039215686275,24,0.016818500350385426,0,0,0,14,45,200,221,225
ai,1362,290,3.9586206896551723,16,83.75,116,87,0.4,66,0.048458149779735685,0,0,60,64,26,178,190,195
ai,1258,238,4.42436974789916,12,103.75,120,97,0.5042016806722689,29,0.023052464228934817,0,0,0,14,44,191,203,205
ai,646,114,4.745614035087719,4,160.5,59,50,0.5175438596491229,10,0.015479876160990712,0,0,0,18,20,88,94,98
ai,174,31,4.741935483870968,3,57.333333333333336,27,12,0.8709677419354839,3,0.017241379310344827,0,0,0,5,1,27,26,25
ai,1512,274,4.660583941605839,12,125.08333333333333,111,93,0.4051094890510949,37,0.02447089947089947,0,0,38,54,34,191,212,217
human,1227,220,4.722727272727273,8,152.5,117,74,0.5318181818181819,31,0.02526487367563162,0,0,18,47,28,173,180,181
ai,729,128,4.7734375,6,120.16666666666667,58,45,0.453125,14,0.019204389574759947,0,0,25,38,22,90,97,99
ai,319,64,4.0625,4,78.75,23,24,0.359375,6,0.018808777429467086,0,0,8,24,23,27,28,28
ai,753,147,4.224489795918367,7,106.14285714285714,70,45,0.47619047619047616,24,0.03187250996015936,0,0,25,46,22,105,109,112
human,1210,247,4.060728744939271,8,150.375,91,89,0.3684210526315789,33,0.02727272727272727,0,0,48,51,37,169,188,194
ai,737,145,4.227586206896552,8,91.0,52,57,0.3586206896551724,22,0.029850746268656716,0,0,34,33,23,90,102,108
ai,588,128,3.8671875,6,96.83333333333333,64,41,0.5,27,0.04591836734693878,0,0,13,40,15,93,95,94
human,1612,280,4.871428571428571,11,145.63636363636363,126,97,0.45,32,0.019851116625310174,0,0,40,113,39,205,222,226
human,1025,187,4.598930481283422,7,145.57142857142858,102,63,0.5454545454545454,26,0.025365853658536587,0,0,40,42,22,145,150,149
ai,524,110,3.9,5,103.8,48,41,0.43636363636363634,18,0.03435114503816794,0,0,7,14,18,74,83,86
ai,762,145,4.3517241379310345,7,107.85714285714286,67,61,0.46206896551724136,16,0.02099737532808399,0,0,19,35,22,104,114,116
ai,987,214,3.9205607476635516,14,69.35714285714286,83,63,0.3878504672897196,53,0.05369807497467072,0,0,42,57,16,117,131,139
human,901,172,4.366279069767442,8,111.75,94,64,0.5465116279069767,20,0.022197558268590455,0,0,20,44,20,136,143,143
ai,847,147,4.8979591836734695,8,104.875,54,42,0.3673469387755102,20,0.023612750885478158,0,0,16,38,36,73,83,86
human,966,174,4.620689655172414,9,106.44444444444444,79,65,0.4540229885057471,20,0.020703933747412008,0,0,80,36,25,127,132,132
ai,291,54,4.481481481481482,3,96.33333333333333,33,14,0.6111111111111112,7,0.024054982817869417,0,0,0,16,11,43,44,44
ai,546,104,4.355769230769231,5,108.2,58,42,0.5576923076923077,12,0.02197802197802198,0,0,0,18,14,87,90,89
ai,380,71,4.591549295774648,4,94.0,48,21,0.676056338028169,13,0.034210526315789476,0,0,0,19,9,56,56,55
ai,1383,279,4.089605734767025,16,85.125,128,88,0.45878136200716846,43,0.03109182935647144,0,0,54,65,37,204,216,217
ai,520,113,3.84070796460177,5,102.4,59,30,0.5221238938053098,24,0.046153846153846156,0,0,14,39,11,76,80,81
human,927,172,4.430232558139535,5,184.2,89,68,0.5174418604651163,12,0.012944983818770227,0,0,4,18,25,143,155,156
human,2059,385,4.472727272727273,13,157.15384615384616,152,138,0.3948051948051948,58,0.028169014084507043,0,0,47,98,47,262,299,308
ai,631,118,4.398305084745763,7,88.57142857142857,51,41,0.4322033898305085,13,0.020602218700475437,0,0,10,40,30,67,68,68
human,903,182,4.071428571428571,7,128.0,75,63,0.41208791208791207,27,0.029900332225913623,0,0,54,36,30,122,133,136
human,1049,179,5.011173184357542,7,149.0,92,58,0.5139664804469274,33,0.03145853193517636,0,0,16,87,20,141,142,142
human,1474,258,4.8604651162790695,10,146.2,121,88,0.4689922480620155,43,0.029172320217096336,0,0,0,9,30,191,212,213
ai,788,157,4.13375796178344,7,111.57142857142857,73,58,0.46496815286624205,19,0.024111675126903553,0,0,38,35,22,118,123,124
ai,622,125,4.056,8,76.75,57,59,0.456,13,0.02090032154340836,0,0,28,25,17,92,100,102
ai,1245,236,4.415254237288136,14,87.71428571428571,93,86,0.3940677966101695,36,0.02891566265060241,0,0,36,63,28,157,172,177
human,1205,221,4.552036199095022,11,108.63636363636364,124,73,0.5610859728506787,27,0.022406639004149378,0,0,23,45,25,178,181,181
human,1078,204,4.4411764705882355,13,82.0,95,57,0.46568627450980393,37,0.03432282003710575,0,0,31,66,28,152,158,157
human,1050,213,4.056338028169014,7,149.14285714285714,91,71,0.4272300469483568,33,0.03142857142857143,0,0,30,44,29,151,167,170
human,848,166,4.192771084337349,7,119.71428571428571,90,58,0.5421686746987951,19,0.02240566037735849,0,0,26,43,16,130,137,137
human,1169,207,4.714975845410628,7,165.14285714285714,110,82,0.5314009661835749,24,0.020530367835757058,0,0,4,12,29,163,174,179
ai,1570,280,4.732142857142857,12,129.66666666666666,116,85,0.4142857142857143,40,0.025477707006369428,0,0,19,76,31,184,214,223
human,981,181,4.569060773480663,9,108.11111111111111,89,66,0.49171270718232046,30,0.03058103975535168,0,0,0,14,25,133,140,142
human,1338,253,4.434782608695652,9,147.77777777777777,123,72,0.48616600790513836,37,0.02765321375186846,0,0,21,91,34,191,206,206
ai,1423,265,4.483018867924528,12,117.41666666666667,102,94,0.3849056603773585,37,0.02600140548137737,0,0,42,67,57,175,191,198
ai,567,119,3.899159663865546,7,80.0,50,36,0.42016806722689076,17,0.029982363315696647,0,0,26,30,22,75,82,87
ai,329,63,4.349206349206349,3,109.0,32,20,0.5079365079365079,7,0.02127659574468085,0,0,15,19,9,46,48,47
human,1642,311,4.405144694533762,15,108.53333333333333,139,113,0.44694533762057875,46,0.028014616321559074,0,0,57,60,38,231,248,248
human,1934,305,5.4557377049180324,12,160.25,158,115,0.5180327868852459,38,0.01964839710444674,0,0,0,22,37,248,262,264
human,1094,190,4.842105263157895,11,98.54545454545455,102,62,0.5368421052631579,23,0.02102376599634369,0,0,43,34,24,151,155,155
human,1015,179,4.770949720670391,8,125.875,78,66,0.43575418994413406,30,0.029556650246305417,0,0,41,45,22,133,137,138
human,1009,198,4.257575757575758,8,125.0,87,69,0.4393939393939394,34,0.03369672943508424,0,0,29,49,26,136,148,151
ai,612,128,3.9453125,6,101.0,56,43,0.4375,21,0.03431372549019608,0,0,10,27,20,92,101,100
human,977,189,4.2592592592592595,10,96.8,96,70,0.5079365079365079,19,0.019447287615148412,0,0,39,52,27,144,153,153
human,928,175,4.4,10,91.9,91,63,0.52,17,0.018318965517241378,0,0,48,46,16,135,143,142
human,1375,248,4.705645161290323,9,151.88888888888889,130,66,0.5241935483870968,41,0.029818181818181817,0,0,4,91,31,183,195,199
human,1107,223,4.098654708520179,6,183.66666666666666,100,93,0.4484304932735426,29,0.026196928635953028,0,0,19,26,22,163,179,181
ai,1214,230,4.404347826086957,11,109.18181818181819,89,71,0.3869565217391304,32,0.026359143327841845,0,0,64,104,37,152,172,178
ai,717,168,3.630952380952381,7,100.85714285714286,67,45,0.39880952380952384,53,0.07391910739191074,0,0,37,43,14,97,101,101
ai,615,111,4.702702702702703,7,86.57142857142857,61,33,0.5495495495495496,19,0.030894308943089432,0,0,4,30,11,85,88,88
human,1024,251,3.462151394422311,5,204.0,96,55,0.38247011952191234,85,0.0830078125,0,0,42,99,24,138,145,147
human,1125,220,4.222727272727273,8,139.625,107,83,0.4863636363636364,30,0.02666666666666667,0,0,24,52,27,168,178,182
human,991,186,4.489247311827957,4,247.0,99,52,0.532258064516129,34,0.034308779011099896,0,0,32,87,17,138,144,143
human,1070,204,4.352941176470588,8,132.625,97,82,0.47549019607843135,22,0.020560747663551402,0,0,0,9,29,163,173,178
ai,255,57,3.754385964912281,3,84.33333333333333,29,19,0.5087719298245614,13,0.050980392156862744,0,0,4,14,8,40,41,40
ai,638,119,4.46218487394958,6,105.16666666666667,70,49,0.5882352941176471,18,0.02821316614420063,0,0,6,15,16,95,98,98
human,877,184,3.9456521739130435,9,96.55555555555556,86,59,0.4673913043478261,33,0.037628278221208664,0,0,42,49,21,124,132,133
human,983,176,4.670454545454546,10,97.3,94,60,0.5340909090909091,18,0.018311291963377416,0,0,35,69,20,143,146,145
human,1311,243,4.510288065843621,5,260.6,102,83,0.41975308641975306,45,0.034324942791762014,0,0,79,73,26,166,176,176
human,1002,181,4.6353591160221,11,90.18181818181819,76,70,0.4198895027624309,23,0.022954091816367265,0,0,43,31,21,130,142,144
ai,486,85,4.847058823529411,5,96.2,50,28,0.5882352941176471,12,0.024691358024691357,0,0,0,15,13,65,68,69
ai,1342,251,4.446215139442231,12,110.5,101,91,0.40239043824701193,35,0.02608047690014903,0,0,44,89,30,168,186,190
human,1058,200,4.385,7,150.14285714285714,80,83,0.4,19,0.017958412098298678,0,0,28,38,26,142,162,167
human,943,171,4.619883040935672,8,117.0,100,58,0.5847953216374269,20,0.021208907741251327,0,0,18,32,17,140,145,144
ai,563,100,4.73,7,79.42857142857143,42,33,0.42,12,0.021314387211367674,0,0,12,25,27,54,61,64
human,918,172,4.453488372093023,8,113.875,74,72,0.43023255813953487,20,0.02178649237472767,0,0,20,45,18,119,138,141
human,1392,259,4.513513513513513,13,106.15384615384616,123,91,0.4749034749034749,38,0.027298850574712645,0,0,35,62,30,205,210,210
human,1036,187,4.636363636363637,7,146.28571428571428,88,56,0.47058823529411764,34,0.032818532818532815,0,0,16,106,33,141,146,147
ai,1147,235,4.025531914893617,12,94.5,102,85,0.4340425531914894,36,0.03138622493461203,0,0,49,43,24,166,177,179
human,1513,270,4.714814814814815,11,136.63636363636363,131,94,0.48518518518518516,30,0.01982815598149372,0,0,69,60,25,202,216,217
human,1023,202,4.237623762376238,10,100.8,79,60,0.3910891089108911,39,0.03812316715542522,0,0,42,67,25,134,140,143
human,971,172,4.703488372093023,8,120.5,90,66,0.5232558139534884,11,0.01132852729145211,0,0,16,28,26,141,153,154
human,1256,230,4.586956521739131,11,113.27272727272727,98,83,0.4260869565217391,32,0.025477707006369428,0,0,53,77,25,164,177,179
ai,966,182,4.3791208791208796,10,95.2,99,69,0.5439560439560439,20,0.020703933747412008,0,0,0,44,22,143,156,158
human,1794,297,5.171717171717172,9,198.44444444444446,141,102,0.47474747474747475,40,0.022296544035674472,0,0,6,17,47,231,243,247
human,1347,243,4.68724279835391,12,111.16666666666667,112,65,0.4609053497942387,37,0.02746844840386043,0,0,35,58,27,179,191,193
human,975,171,4.795321637426901,8,120.625,86,66,0.5029239766081871,18,0.018461538461538463,0,0,0,22,27,135,145,148
ai,1099,221,4.067873303167421,11,98.45454545454545,89,75,0.40271493212669685,28,0.025477707006369428,0,0,42,70,30,147,161,166
human,1423,271,4.339483394833948,14,100.71428571428571,121,120,0.44649446494464945,27,0.018973998594518624,0,0,12,38,40,195,214,224
human,1313,247,4.497975708502024,8,163.25,122,79,0.4939271255060729,44,0.03351104341203351,0,0,4,51,36,187,194,195
ai,1329,284,3.8943661971830985,16,81.875,96,98,0.3380281690140845,53,0.0398796087283672,0,0,38,51,34,169,190,199
human,1607,347,3.873198847262248,17,93.58823529411765,87,39,0.2507204610951009,119,0.07405102675793404,0,0,106,152,24,142,173,188
human,1109,202,4.589108910891089,6,183.83333333333334,95,77,0.47029702970297027,21,0.018935978358881875,0,0,22,35,30,153,167,171
ai,716,128,4.703125,7,101.14285714285714,70,36,0.546875,26,0.036312849162011177,0,0,4,64,20,103,106,106
human,998,178,4.730337078651686,8,123.875,78,64,0.43820224719101125,26,0.026052104208416832,0,0,26,64,24,127,136,139
human,1060,206,4.266990291262136,6,175.83333333333334,99,77,0.48058252427184467,24,0.022641509433962263,0,0,12,54,25,149,170,174
ai,1479,261,4.789272030651341,13,112.61538461538461,100,89,0.3831417624521073,41,0.027721433400946585,0,0,21,53,44,171,182,186
human,996,182,4.593406593406593,7,141.14285714285714,97,65,0.532967032967033,22,0.02208835341365462,0,0,23,43,22,146,152,151
human,938,185,4.227027027027027,11,84.36363636363636,95,52,0.5135135135135135,32,0.03411513859275053,0,0,20,49,30,139,140,140
ai,932,168,4.630952380952381,6,154.16666666666666,76,69,0.4523809523809524,18,0.019313304721030045,0,0,4,12,29,114,124,130
human,914,175,4.268571428571429,8,113.375,85,60,0.4857142857142857,27,0.02954048140043764,0,0,32,52,23,123,130,132
ai,372,78,3.923076923076923,4,92.0,27,25,0.34615384615384615,12,0.03225806451612903,0,0,26,24,17,40,47,49
human,1090,193,4.709844559585492,8,135.375,100,59,0.5181347150259067,13,0.011926605504587157,0,0,46,75,30,151,163,165
ai,602,111,4.5675675675675675,5,119.4,63,39,0.5675675675675675,18,0.029900332225913623,0,0,0,30,18,85,90,90
human,1072,197,4.527918781725888,7,152.14285714285714,113,77,0.5736040609137056,20,0.018656716417910446,0,0,25,44,21,165,167,166
human,1299,237,4.6075949367088604,8,161.25,121,79,0.510548523206751,30,0.023094688221709007,0,0,26,49,28,183,192,192
human,1283,202,5.4504950495049505,11,115.63636363636364,93,84,0.4603960396039604,41,0.03195635229929852,0,0,3,53,19,149,161,160
ai,685,136,4.294117647058823,8,84.75,64,35,0.47058823529411764,36,0.052554744525547446,0,0,29,22,13,90,92,92
ai,507,103,4.019417475728155,7,71.28571428571429,45,43,0.4368932038834951,15,0.029585798816568046,0,0,18,38,15,72,80,82
ai,225,48,3.8958333333333335,3,74.33333333333333,31,18,0.6458333333333334,7,0.03111111111111111,0,0,2,9,4,36,37,36
human,1062,179,5.016759776536313,6,176.16666666666666,93,72,0.5195530726256983,17,0.0160075329566855,0,0,21,42,21,141,150,153
ai,954,181,4.397790055248619,9,104.77777777777777,96,57,0.5303867403314917,26,0.027253668763102725,0,0,39,61,16,137,141,140
ai,1178,218,4.504587155963303,10,116.5,84,67,0.3853211009174312,29,0.02461799660441426,0,0,51,83,36,147,164,170
ai,804,161,4.248447204968944,7,113.85714285714286,81,46,0.5031055900621118,35,0.043532338308457715,0,0,7,44,21,109,117,120
human,1782,326,4.558282208588957,12,147.58333333333334,156,124,0.4785276073619632,41,0.023007856341189674,0,0,14,62,35,246,273,276
ai,1276,248,4.326612903225806,13,97.07692307692308,108,93,0.43548387096774194,36,0.02821316614420063,0,0,8,72,36,171,186,194
human,1283,259,4.06949806949807,9,141.66666666666666,112,94,0.43243243243243246,39,0.030397505845674203,0,0,60,52,33,186,199,199
human,955,176,4.505681818181818,9,105.11111111111111,88,64,0.5,21,0.02198952879581152,0,0,41,40,20,138,143,143
ai,330,70,3.857142857142857,4,81.25,43,30,0.6142857142857143,9,0.02727272727272727,0,0,1,15,9,56,58,57
ai,614,115,4.356521739130435,7,85.85714285714286,56,44,0.48695652173913045,10,0.016286644951140065,0,0,5,24,20,83,92,97
ai,1158,234,4.115384615384615,12,95.41666666666667,109,83,0.4658119658119658,40,0.03454231433506045,0,0,26,64,30,170,181,183
ai,547,109,4.064220183486238,6,90.0,34,47,0.3119266055045872,7,0.012797074954296161,0,0,0,23,31,46,50,52
ai,809,156,4.365384615384615,9,88.77777777777777,81,43,0.5192307692307693,28,0.034610630407911,0,0,25,41,17,116,116,115
ai,892,190,3.9842105263157896,9,97.88888888888889,88,51,0.4631578947368421,46,0.0515695067264574,0,0,19,54,16,130,136,135
human,1000,178,4.724719101123595,5,199.2,103,57,0.5786516853932584,19,0.019,0,0,21,33,24,143,146,148
ai,318,64,4.15625,3,105.0,35,20,0.546875,11,0.03459119496855346,0,0,1,17,8,48,49,49
ai,974,189,4.243386243386244,8,120.625,92,86,0.48677248677248675,17,0.017453798767967144,0,0,16,24,29,143,156,161
human,916,184,4.146739130434782,6,151.83333333333334,71,52,0.3858695652173913,38,0.04148471615720524,0,0,25,40,19,115,128,130
ai,766,142,4.464788732394366,7,108.14285714285714,67,64,0.47183098591549294,12,0.015665796344647518,0,0,0,8,29,99,110,115
ai,1212,238,4.239495798319328,12,99.83333333333333,111,75,0.46638655462184875,36,0.0297029702970297,0,0,43,56,26,179,185,186
human,1342,245,4.583673469387755,11,121.0909090909091,95,106,0.3877551020408163,27,0.020119225037257823,0,0,6,16,38,189,207,214
human,957,175,4.571428571428571,6,158.66666666666666,88,70,0.5028571428571429,20,0.02089864158829676,0,0,6,17,23,140,145,146
ai,645,128,4.1484375,6,106.66666666666667,64,53,0.5,14,0.021705426356589147,0,0,11,34,14,101,106,106
ai,351,66,4.4393939393939394,4,86.75,45,22,0.6818181818181818,9,0.02564102564102564,0,0,6,12,8,51,51,51
human,971,186,4.306451612903226,9,107.0,88,80,0.4731182795698925,24,0.024716786817713696,0,0,23,15,24,143,155,156
human,1315,238,4.6344537815126055,9,145.22222222222223,124,73,0.5210084033613446,36,0.02737642585551331,0,0,28,74,25,187,192,191
ai,1150,208,4.6826923076923075,10,114.0,85,71,0.40865384615384615,33,0.028695652173913042,0,0,27,44,28,138,154,158
human,970,193,4.129533678756476,6,160.83333333333334,104,76,0.538860103626943,25,0.02577319587628866,0,0,7,47,25,153,163,163
human,959,185,4.3297297297297295,6,159.0,94,62,0.5081081081081081,26,0.027111574556830033,0,0,1,57,16,142,155,155
human,1265,232,4.577586206896552,10,125.6,111,80,0.47844827586206895,32,0.025296442687747035,0,0,34,35,33,182,189,188
human,970,171,4.777777777777778,8,119.75,105,62,0.6140350877192983,22,0.02268041237113402,0,0,6,36,17,142,145,144
human,967,176,4.596590909090909,8,120.0,104,57,0.5909090909090909,22,0.022750775594622543,0,0,8,40,19,143,151,150
human,1188,231,4.406926406926407,1,1188.0,62,25,0.2683982683982684,76,0.06397306397306397,0,0,82,80,21,94,113,115
human,1160,238,4.138655462184874,1,1160.0,68,42,0.2857142857142857,75,0.06465517241379311,0,0,0,203,21,100,122,133
ai,1193,227,4.383259911894273,12,98.33333333333333,89,87,0.3920704845814978,35,0.02933780385582565,0,0,40,64,25,154,171,176
ai,1127,215,4.376744186046512,13,85.38461538461539,102,72,0.4744186046511628,38,0.03371783496007098,0,0,37,62,25,154,162,163
human,1050,196,4.459183673469388,7,149.14285714285714,91,74,0.4642857142857143,22,0.02095238095238095,0,0,38,34,29,158,164,164
human,973,190,4.28421052631579,9,107.22222222222223,100,59,0.5263157894736842,31,0.03186022610483042,0,0,37,67,20,143,147,148
ai,465,93,4.086021505376344,7,65.42857142857143,52,40,0.5591397849462365,8,0.017204301075268817,0,0,3,10,12,76,81,80
ai,178,37,3.945945945945946,3,58.666666666666664,21,15,0.5675675675675675,4,0.02247191011235955,0,0,7,6,6,28,29,28
ai,335,60,4.633333333333334,4,82.0,36,21,0.6,9,0.026865671641791045,0,0,18,18,6,46,46,45
ai,508,89,4.820224719101123,3,168.33333333333334,56,36,0.6292134831460674,10,0.01968503937007874,0,0,0,3,8,78,77,76
human,2180,344,5.343023255813954,1,2180.0,145,61,0.42151162790697677,56,0.025688073394495414,0,0,0,78,24,219,273,281
ai,876,151,4.9072847682119205,8,108.0,84,50,0.5562913907284768,22,0.02511415525114155,0,0,18,33,17,114,117,118
ai,553,108,4.277777777777778,6,91.16666666666667,51,30,0.4722222222222222,18,0.0325497287522604,0,0,24,42,16,75,80,79
human,1009,186,4.586021505376344,7,143.28571428571428,95,54,0.510752688172043,33,0.03270564915758176,0,0,19,40,17,139,143,143
ai,270,53,4.2075471698113205,2,134.5,35,17,0.660377358490566,8,0.02962962962962963,0,0,0,8,8,43,43,42
human,867,179,3.9385474860335195,9,94.77777777777777,88,73,0.49162011173184356,24,0.02768166089965398,0,0,24,29,27,137,145,145
human,965,182,4.472527472527473,7,137.0,107,53,0.5879120879120879,38,0.039378238341968914,0,0,0,38,21,137,139,140
ai,1405,273,4.278388278388278,12,115.91666666666667,107,95,0.39194139194139194,33,0.023487544483985764,0,0,59,77,46,177,202,213
ai,899,167,4.497005988023952,8,111.375,64,61,0.38323353293413176,21,0.02335928809788654,0,0,11,36,27,100,116,120
ai,116,21,4.714285714285714,1,116.0,16,7,0.7619047619047619,3,0.02586206896551724,0,0,0,8,2,17,16,15
human,1186,223,4.403587443946188,13,90.3076923076923,120,83,0.5381165919282511,19,0.016020236087689713,0,0,18,52,29,190,196,196
ai,1007,182,4.670329670329671,10,99.3,91,65,0.5,30,0.029791459781529295,0,0,36,40,19,134,141,140
